System,System_ID,PACCAR_ID,Address,Name,City,Region,Country,Postal_Code
SAP S4,SAP S4,21334AC,4117 TRADE CENTER,MAGNETI MARELLI (LOGIS INC),LAREDO,TX,US,78041
CASS,T,21334AC,4117 TRADE CENTER BLVD,MAGNETI MARELLI CO LOGIS WHSE,LAREDO,TX,US,78045
PTS,,21334AC,4117 TRADE CENTER BLVD.,MAGNETI MARELLI C/O LOGIS WAREHOUSE,LAREDO,TX,USA,78045
CASS,W,3561,4118 N MINGO RD,UNITED PLATING,TULSA,OK,US,74116
Winch,,3561,4118 N MINGO RD,UNITED PLATING,TULSA,OK,US,74116
PTS,,3561,4118 N MINGO RD,UNITED PLATING,TULSA,OK,USA,74116
CASS,T,UNK,4119 COUSENS,ENTREPOT DU PLASTIQUE,ST LAURENT,QC,CA,H4S1V6
SAP S4,SAP S4,306743,4119 EAST MADISON ST,JUNIOR LEAGUE OF SEATTLE,SEATTLE,WA,US,98112
CASS,P,UNK,4119 SHEEP PASTURE RD,EDWARDS INC,SPRING HOPE,NC,US,27882
CASS,T,14860AA,412 E EL SEGUNDO BLVD,CONTINENTAL FORGE,COMPTON,CA,US,90222
PTS,,14860AA,412 E. EL SEGUNDO BLVD,CONTINENTAL FORGE,COMPTON,CA,USA,90222
PTS,,23443AA,412 E. EL SEGUNDO BLVD,CONTINENTAL FORGE,COMPTON,CA,USA,90224
CASS,P,C639,412 HIGHWAY 49 S,C/ TRI STATE TRUCK CENTER,JACKSON,MS,US,39218
CASS,P,UNK,412 HIGHWAY 49 S,TRUCK CENTER S,RICHLAND,MS,US,39218
CASS,P,T252086,412 INDUSTRIAL PARK ROAD,BEELMAN TRUCK COMPANY,MONTIVALLO,AL,US,35115
CASS,W,6955,412 N BOWSER,ALTAIR COMPANY,RICHARDSON,TX,US,75085
CASS,W,1307,412 N CHEYENNE,CHROMIUM PLATING CO,TULSA,OK,US,74101
Winch,,1307,412 N CHEYENNE / P O BOX 1183,CHROMIUM PLATING CO.,TULSA,OK,US,74101
PTS,,1307,412 N CHEYENNE / P O BOX 1183,CHROMIUM PLATING CO.,TULSA,OK,USA,74101
CASS,P,UNK,412 PONDEROSA LN,RED DIRT DIESEL POWER,WICHITA FALLS,TX,US,76310
CASS,W,B6841,412 RANDOLPH DR,UTILITY SALES AND SVC,APPLETON,WI,US,54913
CASS,P,UNK,412 REGIONAL ROAD,PIEDMONT TRUCK CENTER,GREENSBORO,NC,US,27409
CASS,P,UNK,4120 BUCKYSTOWN PIKE,NO AMERICAN BULK TRANSPORT INC,FREDERICK,MD,US,21704
CASS,P,T450,4120 DONOVAN WAY,PETERBILT OF LAS VEGAS INC,NORTH LAS VEGAS,NV,US,89030
CASS,P,UNK,4120 DONOVAN WAY,PETERBILT OF LAS VEGAS INC,NORTH LAS VEGAS,NV,US,89030
CASS,P,T450,4120 DONOVAN WAY,PETERBILT OF LAS VEGAS INC,NORTH LAS VEGAS,NV,US,89030
CASS,P,T450,4120 DONOVAN WAY,PETERBILT OF LAS VEGAS INC,NORTH LAS VEGAS,NV,US,89030
CASS,P,T450,4120 DONOVAN WAY,PETERBILT OF LAS VEGAS INC,NORTH LAS VEGAS,NV,US,89030
SAP S4,SAP S4,N750,4120 DONOVAN WAY,RUSH TRUCK CENTER - LAS VEGAS,NORTH LAS VEGAS,NV,US,89030
PTS,,N750,4120 Donovan Way,Rush PB Trk Centers-Las Vegas,NORTH LAS VEGAS,NV,USA,89030
CASS,W,4879,4120 DR GREAVES ROAD,R W MANUFACTURING CO,GRANDVIEW,MO,US,64030
PTS,,4879,4120 DR. GREAVES ROAD,R & W MANUFACTURING CO.,GRANDVIEW,MO,USA,64030
CASS,T,UNK,4120 HWY 411 NE,MORGAN CORP,RYDAL,GA,US,30171
CASS,W,2603,4120 TELEGRAPH RD SUITE 200,INTERSTATE INDUSTRIES INC,BLOOMFIELD HILLS,MI,US,48302
PTS,,2603,"4120 TELEGRAPH RD., SUITE 200","INTERSTATE INDUSTRIES, INC.",BLOOMFIELD HILLS,MI,USA,48302
CASS,T,UNK,4121 DONOVAN WAY,RUSH PETERBILT TRUCK CENTER,NORTH LAS VEGAS,NV,US,89030
CASS,T,UNK,4121 FLINT ASPHALT DR,RICH LOGISTICS BURTON TERMINAL,BURTON,MI,US,48529
CASS,D,UNK,41225 PLYMOUTH RD,SKYWAY PRECISION,PLYMOUTH,MI,US,48170
CASS,T,UNK,4123 PINNACLE POINT DR,PINNACLE,DALLAS,TX,US,75211
CASS,P,UNK,4124 83RD AVE N,MR BOLTS INC,BROOKLYN CENTER,MN,US,55443
BAAN,BAAN,00480BA,4125 BILLY MITCHELL DR,"ALL-STATE INDUSTRIES, INC.",ADDISON,TX,US    ,75001
CASS,T,UNK,4125 HWY 316,SUNSHINE MAKERS INC,DACULA,GA,US,30019
SAP S4,SAP S4,306647,4125 WESTWARD AVE,MIDSTATE INDUSTRIAL,COLUMBUS,OH,US,43228
SAP S4,SAP S4,303487,4127 BRIARWOOD DR,KIM RICHTER,COUNCIL BLUFFS,IA,US,51503
CASS,T,UNK,4127 LAVOISIER,NUCO HORTE,BOISBRIAND,QC,CA,
CASS,P,UNK,4128 US HIGHWAY 2,SHAMION BROTHERS,IRON RIVER,MI,US,49935
CASS,P,UNK,4128 VETERANS MEMOEIAL DRIVE,RICHS COLLISION REPAIR,ADAMSVILLE,AL,US,35005
CASS,W,6227,413 B 19TH,GENESIS SYSTEMS USA CORP,LYNDEN,WA,US,98264
PTS,,6227,413 B 19TH,GENESIS SYSTEMS USA CORP.,LYNDEN,WA,USA,98264
CASS,T,07734AQ,413 E BERG RD,EXIDE TECHNOLOGIES INC,SALINA,KS,US,67401
PTS,,07734AQ,413 E. BERG. RD.,EXIDE TECHNOLOGIES INC.,SALINA,KS,USA,67401
CASS,P,UNK,413 ELLSWORTH AVE,MOOSE TRUCKING,CANON CITY,CO,US,81212
CASS,P,UNK,413 MAIN ST,SEVERN PEANUT,SEVERN,NC,US,27877
SAP S4,SAP S4,302931,413 TALKIRE LAKE RD,DAVID DUERST,TONASKET,WA,US,98855
CASS,T,UNK,4130 GARRETT ROAD,ALEXAN GARRETT FARMS,DURHAM,NC,US,27702
CASS,W,4220,4130 SOUTH 70TH EAST AVE,HYDRAQUIP CORP OKLAHOMA BRANCH,TULSA,OK,US,74145
Winch,,4220,4130 SOUTH 70TH EAST AVE.,HYDRAQUIP CORP OKLAHOMA BRANCH,TULSA,OK,US,74145
PTS,,4220,4130 SOUTH 70TH EAST AVE.,HYDRAQUIP CORP OKLAHOMA BRANCH,TULSA,OK,USA,74145
CASS,P,UNK,4130 TUMWATER TRUCK RT,LINCOLN INDUSTRIAL CORP,PORT ANGELES,WA,US,98363
CASS,W,3567,41300 CHRISTY STREET,INSIGNIA SOLUTIONS,FREMONT,CA,US,94538
PTS,,3567,41300 CHRISTY STREET,INSIGNIA SOLUTIONS,FREMONT,CA,USA,94538
CASS,T,23434AA,4131 ARDEN DR,CACTUS MAT MANUFACTURING CO,EL MONTE,CA,US,91731
PTS,,23434AA,4131 Arden Dr.,CACTUS MAT MANUFACTURING CO,EL MONTE,CA,USA,91731
SAP S4,SAP S4,302556,4131 BARBER ROAD,WINTERPARK ENGINEERING LLC,METAMORA,MI,US,48455
CASS,T,UNK,41331 VIHTAVUORI,DINEX ECOCA OY,FINLAND,XX,FI,
SAP S4,SAP S4,300957,41343 12TH STREET WEST,MURCAL INC,PALMDALE,CA,US,93551
CASS,P,UNK,4135 COUNTY RD N,B & K TRUCKING,MARATHON,WI,US,54448
SAP S4,SAP S4,S270,4135 HARBOR DR,PB OF SIOUX CITY,SIOUX CITY,IA,US,51111
CASS,P,S270,4135 HARBOR DR,PETERBILT OF SIOUX CITY,SIOUX CITY,IA,US,51111
CASS,P,S272004,4135 HARBOR DR,PETERBILT OF SIOUX CITY,SIOUX CITY,IA,US,51111
PTS,,S270,4135 Harbor Dr,Peterbilt of Sioux City,SIOUX CITY,IA,USA,51111
CASS,W,UNK,41350 PRODUCTION,HYDRAULIC PARTS SOURCE,HARRISON TOWNSHIP,MI,US,48045
SAP S4,SAP S4,304374,4138 SHILLING WAY,W/S FINISHING CORPORATION,DALLAS,TX,US,75237
CASS,T,UNK,4138 SHILLING WAY,WS FINISHING,DALLAS,TX,US,75237
SAP S4,SAP S4,303275,4139 LIBBY RD NE,LIBBY ENVIRONMENTAL INC,OLYMPIA,WA,US,98506
SAP S4,SAP S4,303622,4139 NL AND N TURNPIKE ROAD,MICHAEL WISE,HODGENVILLE,KY,US,42748
CASS,P,Z750 001,414 ASPEN AVE,AUTO INN REPAIR,KEMMERER,WY,US,83101
SAP S4,SAP S4,303926,414 MCKINLEY ST,NV TRANSPORT LLC,FAIRVIEW,NJ,US,7022
SAP S4,SAP S4,304753,414 PARKWAY,DENTON ECONOMIC DEVELOPMENT,DENTON,TX,US,76201
SAP S4,SAP S4,306793,414 SEATTLE BLVD N,HYDRAULIC INSTALLATION & REPAIR,PACIFIC,WA,US,98047
SAP S4,SAP S4,301310,414 SOUTH JEFFERSON STREET,BAY REPORTING SERVICE INC,GREEN BAY,WI,US,54301
SAP S4,SAP S4,304527,414 W PARKWAY,DENTON CHAMBER OF COMMERCE,DENTON,TX,US,76201
CASS,P,UNK,4140 FREHNER RD,JLG INDUSTRIES INC WRHS 820,NORTH LAS VEGAS,NV,US,89030
CASS,P,Z162 001,4140 PARKWEST,SWIFT TRANSPORTATION,COLUMBUS,OH,US,43228
Winch,,7982,4140 WORLD HOUSTON PRKWY ST120,"ATLAS COPCO COMPRESSORS, LLC",HOUSTON,TX,US    ,77032
SAP S4,SAP S4,305959,4141 BOULEVARD GRANDE ALLEE,ENVIRO CONNEXIONS,BOISBRIAND,QC,CA,J7H 1M7
CASS,P,NLV,4141 DISTRIBUTION CIRCLE,PACCAR PARTS N LAS VEGAS,LAS VEGAS,NV,US,89030
CASS,P,NLV,4141 DISTRIBUTION CIRCLE,PACCAR PARTS N LAS VEGAS,NORTH LAS VEGAS,NV,US,89030
CASS,P,NLV,4141 DISTRIBUTION CIRCLE,PACCAR PARTS N LAS VEGAS,NORTH LAS VEGAS,NV,US,89030
CASS,P,C500,4141 DISTRIBUTION CIRCLE,PACCAR PARTS N LAS VEGAS,NORTH LAS VEGAS,NV,US,89030
PTS,,NLV,4141 DISTRIBUTION CIRCLE,PACCAR PARTS - N. LAS VEGAS,NORTH LAS VEGAS,NV,USA,89030
CASS,T,UNK,4141 PARKWEST DR,SWIFT TRANSPORTATION,COLUMBUS,OH,US,43228
CASS,P,UNK,4143 HWY 308,TUSKETT SALES,TUSKET,NS,CA,B0W3M0
CASS,W,5525,4143 S 88 E AVE,SPRAY EQUIPMENT OF OKLAHOMA,TULSA,OK,US,74147
Winch,,5525,4143 S 88 E. AVE /PO BX 470703,SPRAY EQUIPMENT OF OKLAHOMA,TULSA,OK,US,74147-0703
PTS,,5525,4143 S 88 E. AVE /PO BX 470703,SPRAY EQUIPMENT OF OKLAHOMA,TULSA,OK,USA,74147
SAP S4,SAP S4,304388,4144 NORTH CENTRAL EXPWAY #860,SOUTHWEST SEARCH LLC,DALLAS,TX,US,75204
KW Australia,,7009279,41-45 MILLS ROAD,ACME OPERATIONS t/a AJAX FASTENERS,BRAESIDE,VIC,AU    ,3195
CASS,P,50269AA980,4146 B PL NW,ACCEL PLASTICS,AUBURN,WA,US,98001
KW Australia,,6000090,4146 B PLACE N.W.,ACCEL PLASTICS,AUBURN,WA,US    ,98001
SAP S4,SAP S4,50269AA,4146 B PLACE NW,ACCEL MFG,AUBURN,WA,US,98001
BAAN,BAAN,50269AA,4146 B. PLACE NW,ACCEL MFG. INC.,AUBURN,WA,US    ,98001
SAP S4,SAP S4,305250,4148 EAST COMMERCE WAY,CALIFORNIA TRUCKING ASSOC,SACRAMENTO,CA,US,95834
PPD Australia,,7006900,41-49 HENDERSON STREET,MACNAUGHT PTY LTD,Turrella,NSW,AU    ,2205
SAP S4,SAP S4,301556,"415 1ST AVE NORTH, SUITE 400",BALFOUR BEATTY CONSTRUCTION LLC,SEATTLE,WA,US,98109-7477
CASS,P,UNK,415 E ALAMO DRIVE,PEAK-RYZEK RENTAL RETURNS,CHANDLER,AZ,US,85225
CASS,T,UNK,415 E COMMERCE ST,SHERWIN WILLIAMS CO,ANDOVER,KS,US,67002
CASS,W,1982,415 FIRST ST,RICHARDS MACH CUTTING TOOLS,GRETNA,LA,US,70054
PTS,,1982,415 FIRST ST.,RICHARDS MACH & CUTTING TOOLS,GRETNA,LA,USA,70054
CASS,P,UNK,415 JOHN STREET,BORDEN DAIRY CINCINNATI,CINCINNATI,OH,US,45215
CASS,T,12943AB,415 N MAPLE,PRECO INC,BOISE,ID,US,83704
PTS,,12943AB,415 N MAPLE,PRECO INC,BOISE,ID,USA,83704
CASS,P,UNK,415 NORTH CENTRAL AVE,CHETS AUTO BODY,LAUREL,DE,US,19956
CASS,T,FEDEXTERM,415 S BAILEY RD,FEDEX FREIGHT,NORTH JACKSON,OH,US,44451
SAP S4,SAP S4,303640,415 SCHOOL STREET,RYAN ETCHBERGER,LENA,IL,US,61048
KW Australia,,6250665,"415 Sweet Juliet Way, Greer, SC 29650",CVG ALABAMA,GREER,SC,US    ,
CASS,P,UNK,415 TALBOT STREET WEST,ERIE SAND AND GRAVEL,LEAMINGTON,ON,CA,N8H4H3
SAP S4,SAP S4,304774,415 TISDELL,AUBREY ISD,AUBREY,TX,US,76227
CASS,P,UNK,415 TONNELLE AVE,ABC COMPANY,JERSEY CITY,NJ,US,7306
CASS,P,G500,415 WEST ST,PACCAR PARTS DIV,WEST BRIDGEWATER,MA,US,2379
CASS,P,G500,415 WEST ST,PACCAR PARTS DIV,WEST BRIDGEWATER,MA,US,2379
CASS,P,UNK,4150 AZALEA DR,MAHLE BEHR,NORTH CHARLESTON,SC,US,29405
CASS,P,UNK,4150 E FIFTH AVENUE,DSW INC,COLUMBUS,OH,US,43219
CASS,W,5379,4150 S 100TH E AVE STE 200Z,US INFOTEL,TULSA,OK,US,74146
CASS,W,1,4150 S 70TH E AVE,A B ENGRAVING,TULSA,OK,US,74145
Winch,,8453,4150 S 70TH EAST AVE,"A & B ENGRAVING, INC.",TULSA,OK,US,74145-4605
PTS,,5379,"4150 S. 100TH E. AVE, STE 200Z",US INFOTEL,TULSA,OK,USA,74146
SAP S4,SAP S4,306660,4150 TULLER RD STE 206,MCPC INC,DUBLIN,OH,US,43017
CASS,T,90827,4151 W STATE ROUTE 18,PALFLEET,TIFFIN,OH,US,44883
CASS,T,04373AH,4155 QUEST WAY,CUMMINS INC POWERCARE,MEMPHIS,TN,US,38115
SAP S4,SAP S4,04373AH,4155 QUEST WAY,CUMMINS PARTS DC-MEMPHIS TN,MEMPHIS,TN,US,38115
BAAN,BAAN,04373AH,4155 QUEST WAY,CUMMINS POWER CARE BUSINESS,MEMPHIS,TN,US    ,38115
PTS,,04373AH,4155 QUEST WAY,"CUMMINS, INC (POWERCARE)",MEMPHIS,TN,USA,38115
PTS,,04373AH381,4155 Quest Way,"Cummins, Inc (Powercare)",MEMPHIS,TN,USA,38115
SAP S4,SAP S4,305960,4156 MAINWAY,UPS SCS INC,BURLINGTON,ON,CA,L7L 0A7
CASS,W,6121,4159 S 88TH E AVE,EIS COMMUNICATIONS,TULSA,OK,US,74145
PTS,,6121,4159 S. 88TH E. AVE.,EIS COMMUNICATIONS,TULSA,OK,USA,74145
SAP S4,SAP S4,301803,416 ESCONDIDO MALL,STANFORD ENGINEERING MECH ENG,STANFORD,CA,US,94305-2203
SAP S4,SAP S4,306339,416 MYRTLE ST,TRUMPETER PUBLIC HOUSE,MOUNT VERNON,WA,US,98273
CASS,W,117,416 SO UTICA,ALLIED BEARINGS SUPPLY INC,TULSA,OK,US,74101
PTS,,117,416 SO UTICA / P O BOX 3263,ALLIED BEARINGS SUPPLY INC,TULSA,OK,USA,74101
CASS,T,UNK,416 W GRAND AVE,H M TOOL DIE,RAINBOW CITY,AL,US,35906
CASS,P,Z698 001,416 W MAIN,GLACIER MOTOR SALES,CUT BANK,MT,US,59427
SAP S4,SAP S4,304797,"4160 6TH AVE SOUTHEAST, STE 205",WASHINGTON REFUSE & RECYL,LACEY,WA,US,98503
SAP S4,SAP S4,305204,4160 6TH AVENUE SOUTHEAST STE 205,WA REFUSE & RECYCLING,LACEY,WA,US,98503
SAP S4,SAP S4,305961,4160 MARCEL-LACASSE,AL-TECH CONCEPT INC,BOISBRIAND,QC,CA,J7H 1N3
CASS,T,21134AA,4162 B PLACE NW,ARROW MFG,AUBURN,WA,US,98001
PTS,,21134AA,4162 B Place NW,ARROW MFG,AUBURN,WA,USA,98001
CASS,D,20954AA,4165 HALF ACRE RD,CINCINNATI MILACRON PLASTICS,BATAVIA,OH,US,45103
CASS,P,UNK,4168 N PECOS RD,HME INC,LAS VEGAS,NV,US,89115
CASS,T,UNK,4168 OH 159,CHILLICOTHE PACKAGING,CHILLICOTHE,OH,US,45601
CASS,W,2973,417 E 6TH ST,AUSBROOKS GLASS,OKMULGEE,OK,US,74447
CASS,T,UNK,417 E WATER ST,AMERICAN PAN CO,URBANA,OH,US,43078
PTS,,2973,417 E. 6TH ST,AUSBROOKS GLASS,OKMULGEE,OK,USA,74447
CASS,T,50931,417 S RIVER STREET EXT,MSC INDL SUPPLY APACHE MILLS,CALHOUN,GA,US,30701
CASS,P,UNK,417 UNION PACIFIC,AMSTERDAM PRINTING & LITHO,LAREDO,TX,US,78045
CASS,T,301028,4170 COLUMBIA RD,SIEMENS,LEBANON,OH,US,45036
CASS,P,UNK,4170 MONROE ST,LOAD TO RIDE TRANSPORTATION,DENVER,CO,US,80216
CASS,T,30758AA,41714 HAGGERTY CIRCLE,FASTUBE LLC,CANTON,MI,US,48188
PTS,,30758AA,41714 HAGGERTY CIRCLE,FASTUBE LLC,CANTON,MI,USA,48188
CASS,T,21492AA,4172 FISHER ROAD,FORCE AMERICA,COLUMBUS,OH,US,43228
SAP S4,SAP S4,21492AA,4172 FISHER ROAD,FORCE AMERICA,COLUMBUS,OH,US,43228
PTS,,21492AA,4172 FISHER ROAD,FORCE AMERICA - WILL CALL,COLUMBUS,OH,USA,43228
CASS,T,03604AA,4174 HALF ACRE RD,CORE COMPOSITE,AFTON,OH,US,45103
PTS,,03604AA,4174 HALF ACRE RD,CORE COMPOSITES,BATAVIA,OH,USA,45103
PTS,,KEY TESTING,4174 HALF ACRE RD,Not Valid - BILLS BEARINGS,BATAVIA,OH,USA,45103
CASS,T,03604AA,4174 HALF ACRE ROAD,CORE MFG,BATAVIA,OH,US,45103
CASS,P,19682AD451,4174 HALF ACRE ROAD,CORE MFG,BATAVIA,OH,US,45103
CASS,T,19682AD,4174 HALF ACRE ROAD,CORE MFG,BATAVIA,OH,US,45103
SAP S4,SAP S4,19682AD,4174 HALF ACRE ROAD,CORE MFG COMPANY-BATAVIA OH,BATAVIA,OH,US,45103
BAAN,BAAN,19682AD,4174 HALF ACRE ROAD,CORE COMPOSITE CINCINNATI,BATAVIA,OH,US    ,45103
PTS,,19682AD451,4174 Half Acre Road,Core Composites,BATAVIA,OH,USA,45103
PTS,,19682AD,4174 HALF ACRE ROAD,CORE MFG,BATAVIA,OH,USA,45103
CASS,W,570,4175 MILLERSVILLE ROAD,BEECO TOOLS,INDIANAPOLIS,IN,US,46205
PTS,,570,4175 MILLERSVILLE ROAD,BEECO TOOLS,INDIANAPOLIS,IN,USA,46205
SAP S4,SAP S4,304304,4176 HIGHWAY 9 SOUTH,TERRY LUSCHEN CONSULTING,GLYNDON,MN,US,56547
SAP S4,SAP S4,305387,4176 LIND AVE SW,ALPHAPRINT INC ALPHAGRAPHICS,RENTON,WA,US,98057
PTS,,21350CV,41775 ECORSE RD STE 100,UTI - SUNRISE WHEELS,BELLEVILLE,MI,USA,48111
CASS,T,21322CV,41775 ECORSE ROAD SUITE 100,UTI MINTH INT L,BELLEVILLE,MI,US,48111
CASS,T,21350CV,41775 ECORSE ROAD SUITE 100,UTI SUNRISE WHEELS,BELLEVILLE,MI,US,48111
PTS,,21322CV,41775 ECORSE ROAD SUITE 100,UTI - MINTH INT'L,BELLEVILLE,MI,USA,48111
CASS,P,UNK,4179 70TH AVE STE A,C/O MERCER,FIFE,WA,US,98424
CASS,D,UNK,4179 COUNTRY RD 40 NW,GCI,GARFIELD,MN,US,56332
CASS,P,00122MA780,418 UNION PACIFIC,REMY,LAREDO,TX,US,78045
SAP S4,SAP S4,00122AL,418 UNION PACIFIC,REMY DC - LAREDO TX,LAREDO,TX,US,78045
PTS,,00121KC,418 UNION PACIFIC,REMY,LAREDO,TX,USA,78045
PTS,,00122MA780,418 Union Pacific,Remy,LAREDO,TX,USA,78045
PTS,,00122AL,418 UNION PACIFIC BLVD,REMY,LAREDO,TX,USA,78045
CASS,T,UNK,4180 INDUSTRIAL DR SUITE A,UPS SUPPLY CHAIN SOLUTIONS,WINDSOR,ON,CA,N9C3R9
CASS,W,2880,4180 SOUTH CREEK ROAD,METALTEK INTERNATIONAL,CHATTANOOGA,TN,US,37406
PTS,,2880,4180 SOUTH CREEK ROAD,METALTEK INTERNATIONAL,CHATTANOOGA,TN,USA,37406
SAP S4,SAP S4,304639,4181 WEST 2100 SOUTH,UTAH MOTOR TRANSPORT ASSOC,WEST VALLEY CITY,UT,US,84120
CASS,P,UNK,4183 COVE MOUNTAIN ROAD,CS TRUCKING,ROARING SPRING,PA,US,16673
CASS,D,UNK,4183 EAGLE DRIVE SUITE 101,WEMA AMERICAS LLC,HIGH POINT,NC,US,27265
CASS,D,21260AA,4183 EAGLE HILL DR,WEMA AMERICAS LLC,HIGH POINT,NC,US,27265
SAP S4,SAP S4,304061,"4183 EAGLE HILL DR, STE 101",WEMA AMERICAS LLC,HIGH POINT,NC,US,27265
CASS,P,UNK,4185 BROOK LAKE ROAD,MAY TRUCKING,BROOKS,OR,US,97305
CASS,T,UNK,4185 BROOKLAKE RD NE,MAY TRUCKING,SALEM,OR,US,97303
CASS,P,C675045,4185 VT ROUTE 101,COUTURE TRUCKING,TROY,VT,US,5868
PTS,,12310EB,41850 CHRISTY,Not Valid - PACCAR PARTS DIV,FREMONT,CA,USA,94538
SAP S4,SAP S4,303339,4186 GULF BREEZE PKWY,CUMMINS ALLISON CONVERSIONS LLC,GULF BREEZE,FL,US,32563
CASS,P,UNK,4187 NITTANY VALLEY DRIVE,INGRAM FUELS,HOWARD,PA,US,16841
SAP S4,SAP S4,303653,41896 CHAPARRAL DRIVE,LANCE NIEMI,TECECULA,CA,US,92592
CASS,P,C664,419 E RAILROAD ST,COOPER KENWORTH INC,CLINTON,NC,US,28328
PTS,,N902,419 E Railroad St,MHC Kenworth-Clinton,CLINTON,NC,USA,28328
SAP S4,SAP S4,N902,419 EAST RAILROAD STREET,MHC KW CLINTON,CLINTON,NC,US,28328
CASS,P,UNK,419 HWY 82 EAST,AMERICAN PROTIENS,CUTHBERT,GA,US,39840
CASS,P,UNK,419 N MOGOLLON ST,CITY OF FLAGSTAFF,FLAGSTAFF,AZ,US,86001
CASS,T,UNK,419 ROUTE 315,SKYLINER TRUCK CENTER,PITTSTON,PA,US,18640
SAP S4,SAP S4,307226,419 SUMMIT AVENUE,ACE SIGN COMPANY INC,PERTH AMBOY,NJ,US,8861
CASS,P,UNK,419 TRUMBO CT,TRANS TECH,BROADWAY,VA,US,22815
CASS,P,UNK,419 W CAIN STREET,NOVA MUD INC,HOBBS,NM,US,88240
CASS,T,00421AA,419 WEST PIKE STREET,AIRSTREAM INC,JACKSON CENTER,OH,US,45334
PTS,,00421AA,419 WEST PIKE STREET,AIRSTREAM INC,JACKSON CENTER,OH,USA,45334
CASS,D,UNK,4190 BLANCHE RD,SCOTLAND RACK LTD,BENSALEM,PA,US,19020
CASS,P,C363001,4190 NORTH WHEELER ST,PERFORMANCE TRUCK,JASPER,TX,US,75951
PTS,,C377,4190 North Wheeler ST,Performance Truck,JASPER,TX,USA,75951
CASS,P,UNK,4194 POINT PLEASANT PIKE,RICHARD W SMITH INC,DANBORO,PA,US,18916
CASS,P,UNK,4195 POINT PLEASANT PIKE,RICHARD W SMITH INC,DANBORO,PA,US,18916
SAP S4,SAP S4,306364,4196 INDIANOLA AVE,THOMAS DOOR CONTROLS INC,COLUMBUS,OH,US,43214
SAP S4,SAP S4,305962,42 AVENUE LINDSAY,EAST CLIFF SUPPLY CO LTD,DORVAL,QC,CA,H9P 2T8
CASS,P,UNK,42 DES ENTERPRISES,GARAGE FRANCOIS THOIN,SAINTE ANNE DES PLA,PQ,CA,J0N1H0
SAP S4,SAP S4,W869,42 LONG WATER DR,CLEAN HARBORS INC,NORWELL,MA,US,2061
SAP S4,SAP S4,303006,42 LONGWATER DR,CLEAN HARBORS ENVIRONMENTAL,NORWELL,MA,US,02061-0914
SAP S4,SAP S4,305963,42 RUE DES ENTREPRISES,GARAGE FRANCOIS THOUIN INC,SAINTE-ANNE-DES-PLAINES,QC,CA,J0N 1H0
CASS,P,UNK,42 RUE DES ENTREPRISES,GARAGE FRANCOIS THOUIN,STE ANNE DE BELLEV,QC,CA,H9X1L6
CASS,P,Z508 001,42 SUSQUEHANNA RD,GTM SALES EAST,CUSTER CITY,PA,US,16725
CASS,T,20864AA,42 TURGEON,QUINCAILLERIE CLOUTIER,ST THERESE,QC,CA,J7H3H4
CASS,T,20864AA,42 TURGEON,QUINCAILLERIE CLOUTIER,ST THERESE,QC,CA,J7H3H4
PTS,,20864AA,42 TURGEON,QUINCAILLERIE CLOUTIER,ST THERESE,QC,CA    ,J7H3H4
CASS,P,C007,42 WALLACE AVE,C B KENWORTH INC,SOUTH PORTLAND,ME,US,4106
CASS,P,C007,42 WALLACE AVE,C B KENWORTH INC,SOUTH PORTLAND,ME,US,4106
SAP S4,SAP S4,M850,42 WALLACE AVE,MAINE KENWORTH LLC,SOUTH PORTLAND,ME,US,4106
PTS,,C007,42 Wallace Ave,C-B Kenworth Inc,SOUTH PORTLAND,ME,USA,4106
CASS,T,UNK,420 116TH AVE NE,AUTONATION VOLVO CARS,BELLEVUE,WA,US,98004
CASS,T,UNK,420 3RD ST,CRANE PUMPS,PIQUA,OH,US,45356
CASS,P,14771AA378,420 BERG DR,PETOSKEY PLASTICS INC,MORRISTOWN,TN,US,37814
CASS,P,UNK,420 CANFOR AVE,COAST POWERTRAIN,NEW WESTMINISTER,BC,CA,V3L5G2
SAP S4,SAP S4,F910,420 DAVEGA ROAD,SOUTHEASTERN FREIGHT LINES INC,LEXINGTON,SC,US,29073
CASS,P,P255 003,420 E HICKOX RD,PAPE MACHINERY OF MT VERNON,BAY VIEW,WA,US,98273
CASS,T,79611AA,420 EAST MOUND ST,REUTER EXCAVATING,CIRCLEVILLE,OH,US,43113
PTS,,79611AA,420 EAST MOUND ST,REUTER EXCAVAT G & CONCRE,CIRCLEVILLE,OH,USA,43113
CASS,P,UNK,420 H STREET N W,MOTORPLEX CORP,AUBURN,WA,US,98001
SAP S4,SAP S4,305318,420 HALSTEAD BLVD,TUBE-MAC INDUSTRIES,ZELIENOPLE,PA,US,16063
CASS,P,UNK,420 HOWARD ST,CTS INC,MOUNT VERNON,OH,US,43050
CASS,P,UNK,420 HOWARD ST,CTS INC,MOUNT VERNON,OH,US,43050
CASS,P,P011 020,420 HWY 11 EAST,EXPERT GARAGE,HEARST,ON,CA,P0L1N0
SAP S4,SAP S4,303875,420 JACKSON ST,LACEY SPEER,SCALES MOUND,IL,US,61075
SAP S4,SAP S4,305539,420 JACKSON STREET,GENE M HEFFERNAN,SCALES MOUND,IL,US,61075
CASS,T,KR83,420 LUND ROAD,GCR TIRE,AUBURN,WA,US,98001
